T001;418808.167;1311813.915;2.737
T002;418822.808;1311836.592;2.768
001;418802.884;1311805.887;2.712
002;418791.269;1311807.592;2.748
003;418789.271;1311808.248;2.925
004;418796.961;1311818.697;3.647
005;418795.231;1311821.185;4.231
006;418797.174;1311818.766;1.523
007;418798.835;1311817.706;2.763
008;418800.847;1311823.587;2.801
009;418798.670;1311825.274;4.106
010;418801.765;1311823.770;1.481
011;418803.625;1311826.001;1.490
012;418805.425;1311828.210;1.496
013;418806.596;1311830.557;4.022
014;418807.325;1311831.283;2.920
015;418808.019;1311832.160;2.954
016;418811.325;1311838.381;4.094
017;418810.869;1311839.933;4.393
018;418811.745;1311841.142;4.316
019;418813.372;1311839.769;3.652
020;418814.718;1311841.314;2.943
021;418814.144;1311838.131;2.873
022;418821.743;1311832.113;2.762
023;418819.160;1311824.500;2.833
024;418815.530;1311819.917;2.800
025;418814.677;1311819.213;2.814
026;418812.261;1311815.769;2.818
027;418817.180;1311812.232;2.786
028;418810.085;1311816.507;2.770
029;418802.949;1311818.384;2.753
030;418799.022;1311816.237;2.727
031;418800.716;1311810.670;2.721
032;418804.940;1311824.843;2.737
033;418805.026;1311825.668;2.753
034;418823.519;1311835.680;2.751
035;418824.496;1311836.755;2.763
036;418814.810;1311838.222;2.830
037;418786.445;1311820.986;9.771
038;418786.473;1311821.056;9.770
039;418775.307;1311829.571;12.498
040;418773.246;1311803.401;10.851
041;418774.267;1311802.815;9.349
042;418787.344;1311820.159;9.351
043;418794.926;1311820.542;6.322
044;418800.357;1311827.322;6.353
045;418799.334;1311827.806;8.842
046;418810.089;1311840.761;8.824
047;418807.241;1311842.554;8.758
048;418809.605;1311845.360;8.179
049;418815.004;1311842.491;5.164
050;418794.350;1311832.093;9.004
T003;418872.792;1311910.989;3.582
051;418836.641;1311852.946;2.895
052;418838.857;1311855.895;2.961
053;418837.491;1311850.665;3.939
054;418832.834;1311844.293;3.016
055;418832.228;1311843.286;2.973
056;418828.437;1311841.565;2.793
057;418824.964;1311832.989;3.241
058;418835.988;1311851.398;3.110
059;418832.888;1311849.170;2.830
060;418828.545;1311844.871;2.819
061;418815.006;1311842.476;3.124
062;418810.807;1311845.359;2.851
063;418809.664;1311845.369;2.867
064;418815.151;1311841.382;2.986
065;418807.407;1311842.750;6.192
066;418808.582;1311843.782;6.195
067;418809.457;1311843.028;6.193
068;418812.551;1311839.783;3.036
069;418829.214;1311858.232;2.944
070;418831.626;1311864.363;3.074
071;418830.838;1311867.087;3.052
072;418828.719;1311858.644;3.229
073;418824.688;1311856.474;6.030
074;418825.649;1311856.109;6.166
075;418820.212;1311850.040;5.870
076;418820.480;1311848.655;6.132
077;418816.853;1311845.165;5.877
078;418817.488;1311844.320;6.137
079;418815.900;1311842.037;6.124
080;418806.843;1311847.613;6.028
081;418806.464;1311847.903;6.018
082;418807.536;1311833.176;2.977
083;418806.543;1311833.351;2.964
084;418808.107;1311836.634;5.917
085;418802.272;1311829.621;6.043
T004;418903.024;1311943.073;3.926
PP3000;418952.998;1311983.971;4.080
PP;419189.631;1312156.892;5.580
