T001;435843.215;1296818.436;43.252
R001;435902.883;1296783.107;53.403
T002;435828.247;1296811.113;42.159
T003;435833.205;1296804.912;42.587
MACH;435900.070;1296797.811;56.415
001;435829.700;1296813.073;42.311
002;435829.534;1296816.637;42.779
003;435828.917;1296814.192;42.208
004;435828.100;1296818.367;42.610
005;435829.358;1296818.979;42.357
006;435828.153;1296819.114;42.188
007;435827.314;1296811.361;42.102
008;435827.913;1296810.352;42.148
009;435832.275;1296815.268;42.384
010;435834.843;1296811.969;42.509
011;435838.061;1296810.792;42.606
012;435835.839;1296821.817;43.937
013;435837.463;1296823.985;43.302
014;435839.094;1296824.943;43.127
015;435845.520;1296822.193;43.310
016;435848.417;1296817.291;43.409
017;435850.005;1296811.920;43.219
018;435845.775;1296809.898;43.027
019;435845.350;1296806.041;44.987
020;435844.378;1296809.193;42.904
021;435837.725;1296818.581;45.159
022;435838.364;1296817.515;45.159
023;435847.355;1296808.241;42.861
024;435851.947;1296809.604;43.156
025;435854.771;1296804.130;43.058
026;435857.426;1296802.811;43.260
027;435857.554;1296801.991;43.555
028;435857.969;1296801.855;43.945
029;435860.371;1296803.970;43.496
030;435858.916;1296809.896;43.507
031;435864.274;1296813.351;43.974
032;435858.852;1296815.926;43.847
033;435861.773;1296817.394;44.130
034;435856.237;1296820.512;43.930
035;435852.220;1296818.235;43.633
036;435851.525;1296814.575;43.452
037;435855.514;1296823.585;43.979
038;435858.813;1296825.308;44.756
039;435859.867;1296825.978;44.880
040;435860.360;1296825.225;44.884
T004;435850.133;1296821.138;43.672
041;435845.011;1296813.910;43.292
042;435839.887;1296817.599;42.973
043;435840.790;1296812.579;42.774
044;435853.788;1296828.370;43.883
045;435854.804;1296833.269;44.114
046;435851.248;1296828.839;43.725
047;435849.152;1296830.399;43.702
048;435850.023;1296825.417;43.675
049;435845.809;1296822.503;43.366
050;435843.765;1296824.856;43.282
051;435841.093;1296826.102;43.135
052;435842.186;1296822.438;43.140
053;435843.292;1296809.549;45.135
054;435842.296;1296809.465;44.722
055;435860.920;1296803.242;45.934
056;435864.947;1296805.324;46.626
057;435864.862;1296805.439;46.872
058;435866.163;1296805.824;46.175
059;435867.049;1296806.185;46.416
060;435867.698;1296806.434;46.477
061;435851.435;1296802.072;42.841
062;435851.821;1296800.522;43.181
063;435849.907;1296803.713;42.716
064;435851.306;1296808.756;43.059
065;435853.850;1296813.254;43.400
066;435853.997;1296826.008;43.863
067;435855.284;1296825.740;43.931
068;435834.422;1296802.574;42.360
069;435832.486;1296805.217;42.542
070;435832.269;1296805.826;42.202
071;435831.831;1296810.427;42.323
072;435826.108;1296810.483;42.094
073;435825.848;1296808.772;41.958
074;435821.766;1296804.758;41.799
075;435820.000;1296805.297;41.660
076;435819.909;1296803.233;41.630
T005;435811.953;1296797.344;40.850
080;435814.067;1296809.895;41.670
081;435811.557;1296809.921;40.967
082;435813.717;1296806.961;41.471
083;435816.854;1296805.088;41.645
084;435817.281;1296802.175;41.384
085;435817.754;1296801.533;41.406
086;435823.788;1296798.222;41.620
087;435815.826;1296800.235;41.081
088;435815.166;1296801.198;41.061
089;435810.682;1296801.363;40.812
090;435809.136;1296808.114;40.580
091;435804.361;1296819.641;40.582
092;435798.827;1296829.232;40.593
093;435787.662;1296825.588;40.072
094;435785.595;1296830.500;40.031
095;435786.970;1296827.085;40.013
096;435789.124;1296826.686;40.086
097;435791.711;1296824.656;40.204
098;435795.840;1296828.188;40.320
099;435798.323;1296815.314;40.425
100;435801.828;1296814.147;40.472
101;435802.456;1296806.130;41.246
102;435809.001;1296797.795;40.769
103;435815.533;1296791.389;41.074
104;435817.169;1296786.474;41.419
105;435820.232;1296794.450;41.184
106;435822.847;1296794.562;41.330
107;435819.352;1296793.227;40.929
108;435838.875;1296768.862;41.418
109;435838.870;1296768.825;41.419
110;435834.574;1296763.323;41.877
111;435831.071;1296769.948;41.317
112;435840.869;1296768.772;40.999
113;435847.905;1296759.101;41.517
114;435853.111;1296750.262;41.734
115;435858.023;1296746.078;41.836
116;435824.498;1296783.589;41.129
117;435819.606;1296790.323;41.050
118;435815.892;1296795.706;40.886
119;435807.933;1296806.155;40.637
120;435809.380;1296817.195;43.511
121;435814.512;1296813.267;43.817
122;435812.901;1296812.355;43.724
123;435808.307;1296797.403;43.005
124;435814.239;1296789.209;43.062
125;435825.991;1296800.006;46.387
126;435819.948;1296803.217;43.200
127;435815.025;1296805.098;42.639










ST01;435831.193;1296769.923;47.420
ST02;435864.253;1296723.749;49.098
R002;435954.203;1296706.286;55.192
200;435896.967;1296793.348;52.863
201;435893.157;1296801.113;52.652
202;435890.003;1296807.543;52.395
203;435885.173;1296815.731;52.449
204;435881.269;1296822.162;52.336
205;435877.389;1296830.464;52.438
206;435872.734;1296837.752;52.133
207;435868.702;1296843.426;51.989
208;435891.796;1296813.821;52.858
209;435897.743;1296803.077;53.025
210;435904.075;1296791.677;53.247
211;435912.217;1296777.252;53.516


PP0294;435974.490;1296641.247;56.550
PP3420;436075.527;1296464.149;58.160
T006;435833.652;1296794.447;41.676
2000;435833.162;1296804.758;42.120
2001;435833.117;1296801.896;41.866
2002;435827.193;1296800.163;41.923
2003;435822.699;1296796.562;41.470
2004;435824.565;1296795.902;41.477
2005;435826.809;1296793.498;41.398
2006;435829.315;1296796.361;41.651
2007;435831.846;1296792.063;41.538
2008;435833.723;1296789.754;41.590
2009;435829.059;1296791.158;41.496
2010;435826.736;1296789.746;41.412
2011;435833.306;1296797.678;41.780
2012;435838.826;1296800.796;42.239
2013;435842.307;1296804.767;42.619
2014;435845.374;1296806.047;42.677
2015;435841.971;1296798.884;42.242
2016;435838.454;1296797.142;42.051
2017;435840.024;1296793.277;41.922
2018;435842.489;1296795.781;42.145
2019;435843.366;1296797.527;42.206
2020;435849.288;1296798.845;42.617
G2021;435849.026;1296799.523;44.938
G2022;435849.327;1296799.101;44.466
G2023;435847.524;1296802.093;44.945
G2024;435845.389;1296806.039;44.248
G2025;435844.140;1296808.006;45.072
G2026;435851.607;1296795.317;44.801
B2027;435836.104;1296780.245;45.627
B2028;435836.415;1296783.784;44.391
B2029;435839.234;1296785.732;44.449
B2030;435842.285;1296784.471;45.846
