S1;437441.824;1273653.150;84.766
S2;437487.737;1273689.183;69.167
S3;437424.955;1273642.791;85.300
S4;437434.659;1273649.551;85.100
1;437448.980;1273656.829;82.772
2;437447.182;1273659.306;82.860
3;437447.142;1273659.731;82.995
4;437442.204;1273656.406;84.526
5;437440.751;1273655.815;84.752
6;437440.088;1273658.070;85.032
7;437439.693;1273657.248;84.829
8;437440.413;1273657.184;84.714
9;437438.256;1273656.917;84.824
10;437437.113;1273656.529;84.771
11;437435.896;1273659.088;84.714
12;437432.132;1273655.457;84.903
13;437432.441;1273654.327;84.947
14;437425.906;1273652.893;84.940
15;437426.146;1273650.716;85.555
16;437427.417;1273650.293;85.674
17;437428.677;1273645.142;85.215
18;437434.257;1273649.629;85.045
19;437435.061;1273648.940;85.101
20;437437.284;1273646.996;85.105
21;437438.789;1273647.676;85.090
22;437438.475;1273649.500;85.096
23;437438.764;1273648.453;85.012
24;437439.572;1273649.418;84.990
25;437438.162;1273650.810;84.989
26;437442.929;1273652.416;84.655
27;437429.545;1273654.672;85.078
28;437456.186;1273667.044;82.287
29;437438.864;1273664.451;83.980
30;437439.422;1273661.160;84.250
31;437436.380;1273663.607;84.021
32;437436.772;1273661.549;84.052
33;437435.862;1273660.502;84.451
34;437436.371;1273664.042;83.968
35;437430.315;1273656.953;85.995
36;437431.231;1273644.480;85.161
37;437430.528;1273645.103;85.177
38;437429.973;1273644.921;85.196
40;437424.136;1273649.873;84.980
41;437426.587;1273644.289;85.158
42;437428.169;1273640.867;85.133
43;437427.375;1273640.047;85.164
44;437429.492;1273637.125;85.001
45;437422.022;1273641.232;85.485
46;437419.669;1273639.226;85.257
47;437418.475;1273643.907;85.299
48;437433.548;1273642.581;85.136
