T001;427987.199;1307551.431;144.226
DOOB;431017.821;1298383.514
MAYAK;424001.384;1305417.251
T002;427956.268;1307563.224;141.630
001;427964.309;1307550.450;141.657
002;427970.422;1307547.261;141.843
003;427974.594;1307545.107;141.714
004;427972.513;1307540.442;142.142
005;427973.283;1307542.164;141.561
006;427975.860;1307540.835;141.689
007;427975.042;1307539.104;141.375
008;427975.984;1307539.320;141.593
009;427982.916;1307535.322;141.923
010;427968.490;1307542.844;142.807
011;427968.654;1307534.054;142.381
012;427986.923;1307525.256;142.413
013;427977.131;1307561.027;144.925
014;427979.565;1307565.912;145.240
015;427972.389;1307563.381;144.235
T003;427942.446;1307531.101;133.486
016;427947.402;1307557.042;139.426
017;427946.647;1307556.532;139.203
018;427945.513;1307555.444;138.633
019;427951.586;1307553.546;139.872
020;427952.220;1307554.589;139.877
021;427956.522;1307551.416;139.885
022;427955.703;1307550.400;139.883
023;427954.920;1307548.726;139.273
024;427954.695;1307548.431;139.220
025;427950.488;1307539.564;137.758
026;427948.960;1307536.639;136.302
027;427949.976;1307566.331;140.993
028;427941.223;1307566.495;139.149
029;427939.730;1307567.534;138.995
030;427940.443;1307565.409;139.014
031;427935.938;1307561.938;137.852
032;427956.553;1307544.993;140.030
033;427961.961;1307546.148;141.724
034;427961.721;1307545.645;142.921
035;427974.780;1307568.300;146.167
036;427972.358;1307563.385;144.595
T004;427933.822;1307503.027;128.256
038;427941.538;1307543.186;134.869
039;427941.346;1307544.790;135.155
040;427941.529;1307546.406;135.490
041;427942.288;1307549.623;136.373
042;427942.799;1307551.185;136.786
043;427943.436;1307552.700;137.269
044;427944.316;1307554.100;137.949
045;427926.038;1307544.618;133.035
046;427927.892;1307542.164;132.867
047;427929.187;1307543.113;132.818
048;427930.520;1307542.230;132.844
049;427935.396;1307535.917;133.215
050;427936.006;1307534.416;133.032
051;427936.998;1307533.185;133.316
052;427936.510;1307528.484;132.661
053;427935.613;1307527.191;132.585
054;427934.856;1307526.754;132.526
055;427935.782;1307525.219;131.997
056;427935.106;1307524.166;131.745
057;427930.976;1307531.742;132.214
058;427932.437;1307532.886;132.259
059;427934.660;1307533.116;132.538
060;427931.633;1307534.457;131.817
061;427930.621;1307535.625;133.430
062;427929.385;1307537.446;133.208
063;427929.566;1307531.429;131.570
064;427920.767;1307559.465;132.645
065;427921.483;1307560.083;132.706
066;427919.570;1307558.824;135.053
067;427909.480;1307575.771;135.050
068;427906.097;1307586.833;135.026
T005;427904.468;1307547.042;126.777
T006;427876.656;1307592.725;126.223
070;427918.931;1307517.895;126.502
071;427923.884;1307510.577;126.671
072;427920.344;1307520.540;127.439
073;427920.346;1307520.538;127.439
074;427919.735;1307521.657;127.452
075;427915.740;1307519.164;127.460
076;427911.541;1307525.520;127.179
077;427910.822;1307526.520;127.179
078;427915.554;1307527.954;127.239
079;427914.806;1307528.980;127.208
080;427911.238;1307534.289;127.187
081;427910.496;1307535.350;127.176
082;427907.344;1307531.796;127.163
083;427906.626;1307532.785;127.167
084;427920.876;1307537.015;129.690
085;427919.195;1307535.840;128.779
086;427919.203;1307539.424;129.691
087;427927.838;1307498.313;126.711
088;427924.090;1307501.330;126.573
089;427925.159;1307492.419;124.993
090;427923.359;1307492.630;124.262
091;427918.980;1307497.274;124.072
100;427879.987;1307586.138;126.091
101;427881.897;1307581.714;126.920
102;427885.876;1307574.032;126.322
103;427887.602;1307570.968;126.338
104;427889.311;1307568.015;126.466
105;427890.902;1307565.305;126.769
106;427892.805;1307562.358;126.873
107;427894.702;1307559.560;126.972
108;427896.514;1307556.850;127.035
109;427899.284;1307552.875;126.820
110;427901.168;1307550.213;126.564
111;427903.042;1307547.558;126.625
112;427904.293;1307545.177;126.762
113;427904.796;1307543.931;126.764
114;427900.764;1307541.421;126.767
115;427898.793;1307541.676;126.764
