T001;427987.231;1307551.427;144.234
DOOB;431017.821;1298383.514
MAYAK;424001.384;1305417.251
T002;427956.299;1307563.220;141.638
001;427964.341;1307550.446;141.665
002;427970.454;1307547.257;141.851
003;427974.626;1307545.103;141.723
004;427972.544;1307540.438;142.151
005;427973.314;1307542.160;141.569
006;427975.891;1307540.831;141.697
007;427975.074;1307539.100;141.384
008;427976.015;1307539.316;141.602
009;427982.948;1307535.318;141.932
010;427968.522;1307542.840;142.816
011;427968.686;1307534.050;142.390
012;427986.955;1307525.252;142.421
013;427977.163;1307561.023;144.933
014;427979.596;1307565.908;145.248
015;427972.421;1307563.377;144.244
T003;427942.478;1307531.097;133.495
016;427947.433;1307557.038;139.434
017;427946.678;1307556.528;139.212
018;427945.545;1307555.441;138.641
019;427951.617;1307553.542;139.881
020;427952.251;1307554.585;139.886
021;427956.553;1307551.412;139.894
022;427955.735;1307550.396;139.892
023;427954.952;1307548.722;139.282
024;427954.726;1307548.427;139.228
025;427950.519;1307539.560;137.766
026;427948.991;1307536.635;136.310
027;427950.008;1307566.327;141.002
028;427941.255;1307566.491;139.158
029;427939.762;1307567.530;139.004
030;427940.474;1307565.406;139.022
031;427935.970;1307561.934;137.860
032;427956.584;1307544.989;140.038
033;427961.993;1307546.144;141.733
034;427961.752;1307545.641;142.929
035;427974.812;1307568.296;146.175
036;427972.390;1307563.381;144.603
T004;427933.854;1307503.023;128.264
038;427941.570;1307543.182;134.877
039;427941.377;1307544.786;135.163
040;427941.561;1307546.402;135.498
041;427942.320;1307549.618;136.382
042;427942.831;1307551.181;136.794
043;427943.468;1307552.696;137.278
044;427944.348;1307554.096;137.957
045;427926.070;1307544.614;133.044
046;427927.924;1307542.159;132.876
047;427929.219;1307543.109;132.826
048;427930.551;1307542.225;132.852
049;427935.428;1307535.913;133.224
050;427936.038;1307534.412;133.040
051;427937.030;1307533.181;133.324
052;427936.542;1307528.480;132.669
053;427935.645;1307527.187;132.594
054;427934.888;1307526.750;132.534
055;427935.814;1307525.215;132.005
056;427935.138;1307524.162;131.754
057;427931.008;1307531.737;132.223
058;427932.469;1307532.882;132.268
059;427934.692;1307533.112;132.546
060;427931.665;1307534.453;131.826
061;427930.653;1307535.621;133.439
062;427929.417;1307537.442;133.217
063;427929.598;1307531.425;131.578
064;427920.799;1307559.461;132.653
065;427921.515;1307560.078;132.715
066;427919.601;1307558.820;135.061
067;427909.511;1307575.767;135.059
068;427906.128;1307586.828;135.034
T005;427904.499;1307547.037;126.785
T006;427876.686;1307592.719;126.232
070;427918.964;1307517.890;126.510
071;427923.916;1307510.572;126.679
072;427920.376;1307520.536;127.447
073;427920.378;1307520.534;127.447
074;427919.768;1307521.653;127.460
075;427915.773;1307519.160;127.468
076;427911.574;1307525.516;127.187
077;427910.854;1307526.515;127.187
078;427915.586;1307527.950;127.247
079;427914.838;1307528.976;127.216
080;427911.270;1307534.285;127.195
081;427910.529;1307535.346;127.184
082;427907.376;1307531.792;127.171
083;427906.658;1307532.781;127.175
084;427920.908;1307537.011;129.698
085;427919.227;1307535.836;128.787
086;427919.236;1307539.420;129.699
087;427927.870;1307498.309;126.719
088;427924.122;1307501.326;126.581
089;427925.192;1307492.415;125.001
090;427923.391;1307492.625;124.271
091;427919.012;1307497.270;124.081
100;427880.018;1307586.132;126.100
101;427881.928;1307581.709;126.929
102;427885.907;1307574.027;126.331
103;427887.634;1307570.963;126.347
104;427889.342;1307568.010;126.475
105;427890.933;1307565.300;126.778
106;427892.836;1307562.353;126.881
107;427894.733;1307559.555;126.981
108;427896.545;1307556.845;127.044
109;427899.316;1307552.870;126.829
110;427901.199;1307550.208;126.573
111;427903.073;1307547.553;126.633
112;427904.325;1307545.172;126.771
113;427904.828;1307543.927;126.773
114;427900.796;1307541.417;126.775
115;427898.825;1307541.671;126.773
116;427900.219;1307543.899;123.846
117;427897.423;1307543.943;123.595
118;427893.429;1307541.562;120.988
119;427891.658;1307540.469;120.740
120;427888.064;1307538.326;118.461
T007;427885.664;1307536.505;118.285
121;427884.713;1307536.628;117.997
122;427885.623;1307534.952;118.370
123;427888.099;1307536.556;118.445
T008;427859.210;1307645.343;126.641
160;427861.956;1307645.534;127.157
161;427863.442;1307633.075;127.558
162;427866.304;1307633.215;127.701
163;427869.693;1307620.080;127.527
164;427866.912;1307619.117;127.375
165;427871.868;1307605.836;126.967
166;427874.849;1307606.534;127.126
167;427877.904;1307598.819;126.778
168;427875.115;1307596.016;126.318
169;427874.679;1307590.886;125.578
170;427877.432;1307586.716;125.331
171;427871.783;1307577.357;122.729
172;427869.442;1307578.703;122.668
173;427865.049;1307569.508;119.803
174;427866.696;1307566.677;119.453
175;427865.392;1307563.470;118.155
176;427858.995;1307561.818;116.587
177;427856.893;1307556.641;115.075
T009;427870.448;1307564.249;120.360
178;427883.302;1307587.811;126.369
179;427882.898;1307589.656;126.355
180;427882.387;1307590.945;126.500
181;427888.304;1307577.032;126.501
182;427822.004;1307670.722;116.990
183;427821.713;1307673.437;116.952
184;427833.229;1307673.207;119.158
185;427834.094;1307670.311;119.472
186;427844.435;1307666.173;122.252
187;427847.581;1307667.151;122.923
188;427845.944;1307664.895;122.746
189;427854.943;1307657.446;125.089
190;427858.646;1307658.195;125.817
191;427859.172;1307652.271;126.180
