33445.643	24768.515	40.738	3543
33758.200	22644.500	7.710	3557
35435.448	24534.478	7.310	3559
35580.451	18750.034	21.980	3584
33497.634	23547.467	20.074	3588
36581.855	19349.352	50.530	3650
33782.642	23697.256	12.160	3657
37047.303	23223.609	7.544	3677
35388.950	18658.262	16.540	369
36444.791	17501.125	26.490	3714
35872.488	19044.368	30.510	3734
37166.472	20052.554	17.350	3739
33920.502	28774.482	110.720	3751
37173.553	23029.135	7.700	3755
40732.334	20643.892	99.600	3759
43814.476	19045.292	131.170	3797
33768.401	27197.623	56.230	3806
39406.104	22006.808	129.800	3820
34618.309	27952.225	126.050	3838
42910.502	18401.144	95.040	3852
33483.795	28584.205	95.420	3853
35528.623	18431.836	16.157	3857
33137.321	24124.154	49.920	3860
31259.135	29725.121	31.100	3875
34209.371	26914.277	49.720	3934
36715.211	23583.190	9.490	3945
34779.018	25854.534	27.474	3964
30644.768	30107.686	87.000	3987
37556.631	20430.629	12.160	3990
33890.855	26000.569	27.910	4011
37886.994	22132.342	22.570	4013
36553.365	18075.269	40.160	4025
41403.552	21044.676	142.960	4085
33807.081	28066.290	93.320	4091
35001.675	19756.878	3.300	4112
38011.804	19802.429	35.760	4118
32121.637	29619.108	37.100	4133
38115.465	23659.720	76.287	4140
38088.900	20395.100	23.550	415
33255.674	23098.655	24.120	4156
38452.085	21636.120	42.430	4160
38704.157	21558.180	51.980	4164
35024.890	24813.971	3.940	4252
33848.914	27817.577	81.010	4304
35235.421	18959.450	9.530	4331
37907.944	22395.672	27.830	4390
33990.961	27317.810	62.787	4403
33756.680	25893.319	32.470	4492
41540.697	21237.502	163.720	4493
36457.869	18021.575	34.890	4533
33118.301	26286.506	91.705	4537
36739.387	19167.891	63.880	4578
33171.394	26604.494	95.060	4580
35789.374	25365.439	53.800	466
33887.512	26518.756	35.109	4696
40131.551	21164.941	106.240	4773
35782.946	19146.057	24.860	4774
34427.700	24683.200	2.330	480
33196.510	23926.394	37.240	4914
35433.735	24808.638	14.690	4961
37817.940	21511.092	16.590	4983
36689.191	18193.248	51.070	5070
36569.268	25573.579	115.250	5085
34759.229	24856.126	3.070	5148
39269.266	20045.611	133.460	518
37930.058	22510.164	29.470	5296
33468.441	29323.215	58.980	5313
34593.639	25721.335	20.952	5336
33937.299	23444.424	16.653	5429
39189.762	20737.110	89.430	5454
40336.383	20950.171	117.990	56
33160.476	25030.212	66.130	5653
39729.254	20358.898	138.100	5668
33676.284	23646.457	14.310	5673
35531.954	18616.933	19.100	5714
34661.982	20743.511	2.700	573
38089.796	20394.358	23.550	5829
37111.975	23134.530	7.930	5845
37605.200	23560.700	46.520	59(65)
33586.804	25746.791	39.670	5936
34752.032	20555.917	3.580	609
33993.507	23895.060	3.260	630
34693.305	25955.932	28.990	6403
36913.231	23438.407	10.110	6467
36670.252	24104.608	25.790	6479
39999.954	21197.357	100.140	648
34004.748	28484.256	115.611	6610
38399.206	22359.094	53.360	6816
37846.839	20133.302	22.668	6962
34278.134	26742.767	46.615	6974
37398.290	18102.207	96.527	7104
41211.585	21246.114	136.970	7198
35277.389	25096.441	17.170	721
34031.368	23781.637	4.300	7432
37392.618	18511.254	91.540	7455
36801.841	25187.213	108.337	7496
36987.890	18437.582	73.950	7515
35637.096	24862.363	24.480	7557
34058.237	23409.050	9.230	7561
35807.436	26655.465	126.613	7595
37045.949	19921.075	26.080	7640
41583.900	20095.594	97.750	7789
37517.453	18347.590	102.170	7846
35444.338	26366.839	69.220	7858
41398.072	21397.785	151.750	7923
33774.261	26677.458	39.580	8040
36023.863	26348.813	123.410	8166
36351.173	17573.526	21.680	817
37886.341	22754.622	29.950	8194
34472.485	26415.184	36.650	8221
32884.300	24337.600	75.210	8227
33064.878	25971.301	86.900	8308
38978.624	21641.569	72.770	832
33110.217	25110.339	72.930	8381
36656.233	17543.553	38.950	8393
38787.987	21644.128	57.320	845
33826.700	26865.900	44.085	8467
34431.505	24684.661	2.260	847
34376.262	25497.059	13.121	8540
35211.700	18939.000	9.080	856
33023.108	25725.395	91.590	9001
33269.700	26129.400	70.680	93
35152.264	26116.396	44.351	969
39120.983	21002.062	88.759	9823
33336.804	29436.062	47.500	9890
36088.139	25780.740	92.710	9911
34092.824	26203.554	27.503	9982
37069.100	16478.300	133.595	gol.b
38791.028	21072.851	61.441	sp0090
37201.640	20814.914	2.217	sp046
36057.790	24112.794	7.491	sp0532
37644.717	21189.980	8.076	sp065
37542.989	21059.211	5.938	sp072
36506.200	18982.900	53.898	sp074
33123.100	23297.100	19.695	sp091
33454.500	24127.100	31.389	sp106
33866.939	25499.858	23.142	sp130
33308.000	24223.300	41.465	sp133
33345.508	24372.508	41.571	sp142
33739.488	25006.170	21.076	sp145
35648.300	24681.800	18.513	sp147
32786.100	23688.400	31.109	sp169
36402.319	20553.977	3.005	sp184
36514.700	18994.700	54.019	sp197
34929.763	24965.061	6.448	sp218
33449.100	24129.300	31.479	sp219
34681.600	25954.200	27.140	sp226
35467.480	24536.732	9.439	sp237
37081.650	17879.015	71.217	sp2691
38793.356	21076.606	61.542	sp2775
34118.834	24496.939	3.094	sp286
35686.754	25235.314	42.322	sp294
33149.416	25019.202	68.270	sp2940
33146.656	25021.912	68.270	sp2942
36611.161	24872.115	56.807	sp304
36613.597	24875.879	56.668	sp304a
37750.322	22535.785	21.919	sp305
32895.800	23557.700	27.874	sp335
37069.942	20620.344	3.184	sp338
34559.955	24713.807	2.780	sp350
35652.000	24687.700	18.536	sp365
36050.573	24119.109	7.565	sp395
37405.685	22811.344	11.055	sp399
33151.585	25017.062	68.268	sp4334
37511.416	18343.174	101.693	sp4400
35607.208	20912.178	1.644	sp4435
33863.247	25504.372	23.153	sp451
34213.500	24590.900	2.658	sp464
34110.269	24505.503	3.450	sp465
35573.771	25047.376	28.648	sp4675
37083.243	17880.229	71.216	sp4754
37611.651	23033.580	27.901	sp495
35999.898	19443.068	29.916	sp497
34550.770	24711.002	2.842	sp500
34257.245	24913.748	6.446	sp552
36244.509	19520.498	36.824	sp576
37080.086	17877.792	71.195	sp5781
33360.357	24831.077	46.312	sp5785
33997.800	24150.400	5.965	sp587
35792.257	24738.733	25.321	sp590
36403.079	20550.725	3.154	sp594
37074.047	20623.709	3.131	sp606
35692.663	25231.153	42.400	sp646
33347.447	24379.817	41.623	sp657
34255.609	24915.886	6.596	sp684
42857.600	18356.400	90.991	sp7098
41119.900	20488.300	107.529	sp713
33358.861	24829.697	46.336	sp7244
33361.897	24832.481	46.294	sp7376
32902.200	23550.600	27.796	sp756
41590.938	20106.653	97.939	sp757
32790.300	23692.300	31.257	sp762
33996.100	24152.700	6.023	sp780
37645.862	21193.132	8.081	sp8062
35993.629	19439.874	29.978	sp811
37509.005	18346.676	101.698	sp8336
35797.586	24734.241	25.335	sp853
41596.743	20100.589	97.851	sp8591
35610.759	20910.709	1.706	sp862
37447.768	22598.824	9.550	sp8827
33385.200	24472.000	40.493	sp889
42857.900	18346.500	90.938	sp8968
34684.700	25950.100	27.190	sp8994
33737.340	25004.159	21.104	sp910
37751.654	22528.485	21.977	sp915
35568.253	25050.986	28.610	sp9175
34924.050	24974.391	6.504	sp922
37192.781	20801.143	2.257	sp934
37539.825	21052.109	5.966	sp949
34012.865	25249.696	14.555	sp957
34011.127	25248.214	24.572	sp957a
35149.639	26114.372	44.385	sp969a
37607.589	23037.129	27.903	sp97
35915.827	25521.537	69.231	sp992
35918.504	25525.451	69.146	sp992a
36239.720	19519.438	36.726	sp995

