30701.300	30183.900	87.500	^mezyb
34092.380	31503.210	386.200	^nadspp
43620.710	17572.220	105.805	^pov
37834.570	18434.050	122.852	^sovh
38570.040	22741.590	115.211	^ter
34826.520	20397.210	2.978	^tm
33400.450	22904.620	30.926	^ton.m
33355.144	24839.011	46.810	0040
38979.731	21442.857	71.120	0046
40921.590	20572.642	102.920	0053
35086.169	19320.233	9.410	0054
35806.275	24752.740	26.050	0089
34263.321	24917.790	6.110	0091
37085.530	17874.336	71.140	0113
33854.407	25493.798	22.830	0117
35580.472	25053.868	28.490	0122
34006.610	25837.596	23.050	0127
34549.845	24722.354	2.680	0147
41120.044	20488.169	107.720	0148
33635.520	28281.373	108.400	0159
36244.808	19515.257	37.170	0176
33939.258	28347.034	109.622	0197
36067.173	17990.617	20.940	0205
38562.596	19259.579	84.940	0249
34177.521	25974.772	22.522	0253
38006.501	19649.137	42.900	0262
32969.107	25409.682	96.955	0263
34019.592	25248.599	14.110	0276
33733.655	25006.498	21.570	0286
38314.841	23303.315	84.270	0347
38366.473	20657.933	33.570	0356
34094.133	26638.969	39.420	0371
41804.620	19798.635	103.215	0372
36626.519	17374.248	30.817	0378
35690.491	25219.341	41.670	0394
36513.887	23766.572	5.500	0397
33243.795	24957.783	57.040	0449
35913.081	25530.248	68.690	0473
33333.460	24380.971	42.940	0514
40442.757	20930.235	113.820	0555
36149.961	24545.933	30.510	0562
36310.901	24420.752	28.094	0565
39197.627	21814.989	89.633	0572
38606.540	19128.705	87.510	0578
37997.946	18568.805	113.470	0585
35145.073	26123.343	43.240	0588
35012.098	25486.483	27.858	0600
36436.513	23866.508	5.270	0640
37628.061	23024.152	27.990	0650
37448.452	24299.593	73.040	0691
38131.376	20884.501	19.590	0695
41327.542	20345.498	107.650	0710
42181.168	19176.567	93.980	0718
38765.786	21029.781	60.127	0720
42751.333	18729.211	90.650	0752
36834.924	23946.278	27.210	0788
36013.499	19406.706	30.060	0807
34096.792	24498.336	3.480	0814
41311.382	21117.481	137.820	0836
36950.804	18948.019	80.650	0837
36088.373	17824.585	18.770	0878
34114.141	27057.684	53.720	0890
38166.584	18698.642	105.810	0893
38441.296	19381.122	71.300	0910
34916.608	24955.328	5.910	0911
40317.072	21058.192	115.050	0914
41091.819	20864.586	118.260	0915
36088.508	24111.037	8.460	0928
36602.875	24880.418	56.800	0961
35261.739	18866.044	8.990	0968
36883.214	17708.816	55.260	0971
33212.560	26861.650	98.890	1069
43115.697	18920.159	102.900	1075
33778.695	25578.840	27.309	1086
36213.678	24041.747	8.760	1119
34201.083	25394.049	12.800	112
40658.672	20751.287	99.870	1183
43194.297	19288.586	121.130	1203
32749.796	29469.487	34.510	1283
34272.015	24647.856	2.460	1334
37275.529	22984.161	10.410	1408
39616.063	21474.698	110.710	141
34327.230	24816.864	4.640	1478
36618.527	23650.589	7.450	1506
38996.529	22369.805	110.200	1536
39265.776	20132.042	127.277	1565
33238.103	26072.342	73.190	1581
40003.724	20557.059	145.090	161
37271.331	23404.595	18.880	1661
34859.721	20948.976	3.640	173
36173.891	17697.270	16.220	1816
33655.946	28460.385	108.980	1956
33895.166	25703.071	24.520	1961
37405.966	23230.071	22.230	1996
39273.205	20842.820	95.302	2049
34272.148	25760.399	18.040	2065
35962.529	24222.432	8.800	214
37903.920	21826.160	20.440	2224
36768.509	19636.748	42.270	2236
36313.217	26071.734	131.037	2243
36883.062	19041.157	75.170	226
35508.852	24944.649	21.870	2263
42518.431	18941.011	95.741	2285
38770.263	19332.823	88.197	23.12
37776.416	22918.050	25.890	2304
38770.263	19332.823	88.197	2312
33960.510	26362.246	31.570	2431
35135.478	19057.434	10.210	255
37088.640	23657.136	23.890	2566
35570.528	24480.895	9.670	2579
41385.708	19348.302	146.990	2611
35339.568	27087.811	119.280	2613
38017.593	22703.091	35.838	2660
36511.470	19461.289	44.511	2668
39159.969	21543.264	86.840	274
32987.322	25312.244	93.232	2754
33281.920	24171.465	42.160	2849
35463.224	18562.178	16.410	2883
37233.633	18675.548	92.400	2928
38199.716	22504.952	43.800	2970
36499.142	24318.486	23.860	2992
34669.259	30907.194	326.200	3021
36899.600	18801.000	79.140	3023
38144.367	21730.346	30.260	3028
36362.700	19883.400	31.700	3084
34003.893	24168.967	5.060	3105
35651.295	18069.320	7.670	3125
37117.851	18794.666	91.080	3145
35296.605	24623.490	5.260	3160
37570.218	18240.869	108.230	3228
37210.814	24634.259	77.920	3259
33079.678	28633.569	87.230	3358
35766.850	24400.597	9.070	3420
33459.225	30047.606	42.980	3422
37170.896	23525.383	18.330	3441
36022.454	20465.597	20.870	3470
35730.019	19275.420	21.640	3493
34078.617	23665.251	5.890	3498
