*046;37201.090;20806.848;
*065;37636.654;21195.880;
*072;37548.069;21031.877;
*191;37402.334;22793.104;
*305;37759.175;22536.433;
*338;37068.622;20629.563;
*360;35869.053;20776.054;
*45;37618.920;22543.612;
*466;35221.034;20907.779;
*594;36354.550;20554.184;
*8827;37444.073;22589.786;
*883;35580.555;20881.486;
*9087;30702.256;30052.485;
^mezyb;30701.300;30183.900;87.500
^nadspp;34092.380;31503.210;386.200
^pov;43620.710;17572.220;105.805
^sovh;37834.570;18434.050;122.852
^ter;38570.040;22741.590;115.211
^tm;34826.520;20397.210;2.978
^ton.m;33400.450;22904.620;30.926
0040;33355.144;24839.011;46.810
0046;38979.731;21442.857;71.120
0053;40921.590;20572.642;102.920
0054;35086.169;19320.233;9.410
0089;35806.275;24752.740;26.050
0091;34263.321;24917.790;6.110
0113;37085.530;17874.336;71.140
0117;33854.407;25493.798;22.830
0122;35580.472;25053.868;28.490
0127;34006.610;25837.596;23.050
0147;34549.845;24722.354;2.680
0148;41120.044;20488.169;107.720
0159;33635.520;28281.373;108.400
0176;36244.808;19515.257;37.170
0197;33939.258;28347.034;109.622
0205;36067.173;17990.617;20.940
0249;38562.596;19259.579;84.940
0253;34177.521;25974.772;22.522
0262;38006.501;19649.137;42.900
0263;32969.107;25409.682;96.955
0276;34019.592;25248.599;14.110
0286;33733.655;25006.498;21.570
0347;38314.841;23303.315;84.270
0356;38366.473;20657.933;33.570
0371;34094.133;26638.969;39.420
0372;41804.620;19798.635;103.215
0378;36626.519;17374.248;30.817
0394;35690.491;25219.341;41.670
0397;36513.887;23766.572;5.500
0449;33243.795;24957.783;57.040
0473;35913.081;25530.248;68.690
0514;33333.460;24380.971;42.940
0555;40442.757;20930.235;113.820
0562;36149.961;24545.933;30.510
0565;36310.901;24420.752;28.094
0572;39197.627;21814.989;89.633
0578;38606.540;19128.705;87.510
0585;37997.946;18568.805;113.470
0588;35145.073;26123.343;43.240
0600;35012.098;25486.483;27.858
0640;36436.513;23866.508;5.270
0650;37628.061;23024.152;27.990
0691;37448.452;24299.593;73.040
0695;38131.376;20884.501;19.590
0710;41327.542;20345.498;107.650
0718;42181.168;19176.567;93.980
0720;38765.786;21029.781;60.127
0752;42751.333;18729.211;90.650
0788;36834.924;23946.278;27.210
0807;36013.499;19406.706;30.060
0814;34096.792;24498.336;3.480
0836;41311.382;21117.481;137.820
0837;36950.804;18948.019;80.650
0878;36088.373;17824.585;18.770
0890;34114.141;27057.684;53.720
0893;38166.584;18698.642;105.810
0910;38441.296;19381.122;71.300
0911;34916.608;24955.328;5.910
0914;40317.072;21058.192;115.050
0915;41091.819;20864.586;118.260
0928;36088.508;24111.037;8.460
0961;36602.875;24880.418;56.800
0968;35261.739;18866.044;8.990
0971;36883.214;17708.816;55.260
1069;33212.560;26861.650;98.890
1075;43115.697;18920.159;102.900
1086;33778.695;25578.840;27.309
1119;36213.678;24041.747;8.760
112;34201.083;25394.049;12.800
1183;40658.672;20751.287;99.870
1203;43194.297;19288.586;121.130
1283;32749.796;29469.487;34.510
1334;34272.015;24647.856;2.460
1408;37275.529;22984.161;10.410
141;39616.063;21474.698;110.710
1478;34327.230;24816.864;4.640
1506;36618.527;23650.589;7.450
1536;38996.529;22369.805;110.200
1565;39265.776;20132.042;127.277
1581;33238.103;26072.342;73.190
161;40003.724;20557.059;145.090
1661;37271.331;23404.595;18.880
173;34859.721;20948.976;3.640
1816;36173.891;17697.270;16.220
1956;33655.946;28460.385;108.980
1961;33895.166;25703.071;24.520
1996;37405.966;23230.071;22.230
2049;39273.205;20842.820;95.302
2065;34272.148;25760.399;18.040
214;35962.529;24222.432;8.800
2224;37903.920;21826.160;20.440
2236;36768.509;19636.748;42.270
2243;36313.217;26071.734;131.037
226;36883.062;19041.157;75.170
2263;35508.852;24944.649;21.870
2285;42518.431;18941.011;95.741
23.12;38770.263;19332.823;88.197
2304;37776.416;22918.050;25.890
2312;38770.263;19332.823;88.197
2431;33960.510;26362.246;31.570
255;35135.478;19057.434;10.210
2566;37088.640;23657.136;23.890
2579;35570.528;24480.895;9.670
2611;41385.708;19348.302;146.990
2613;35339.568;27087.811;119.280
2660;38017.593;22703.091;35.838
2668;36511.470;19461.289;44.511
274;39159.969;21543.264;86.840
2754;32987.322;25312.244;93.232
2849;33281.920;24171.465;42.160
2883;35463.224;18562.178;16.410
2928;37233.633;18675.548;92.400
2970;38199.716;22504.952;43.800
2992;36499.142;24318.486;23.860
3021;34669.259;30907.194;326.200
3023;36899.600;18801.000;79.140
3028;38144.367;21730.346;30.260
3084;36362.700;19883.400;31.700
3105;34003.893;24168.967;5.060
3125;35651.295;18069.320;7.670
3145;37117.851;18794.666;91.080
3160;35296.605;24623.490;5.260
